"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SPRING 2012,,,,,,,,"PUBLICATION DATE:  FEBRUARY 6, 2012",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,
120121 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,40,31,9,0,40,0,0,0,0,0,0,0,0,0,0,40,0,10KL0034BS
120121 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,27,18,9,0,22,0,0,0,0,0,1,4,0,1,0,23,4,10KL0035BS
120121 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,3,3,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,10KL0036BS
120121 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5123 ,Integrated Pest Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL5123BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0063BSX
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,10KL0063BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0064BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,9,6,3,0,8,0,1,0,0,0,0,0,0,1,0,9,0,10KL0063BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,6,4,2,0,3,1,0,0,0,0,0,1,1,0,0,5,1,10KL0065BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,5300 ,Sustainable Landscapes ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KL0063BS
120121 ,KL ,802 ,BS ,0063 ,Horticulture ,5301 ,Specialty Crops ,10,7,3,0,10,0,0,0,0,0,0,0,0,0,0,9,1,10KL0063BS
120121 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,45,30,15,0,30,1,1,0,0,0,0,12,1,1,0,26,19,10KS0030MS
120121 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0030MSU
120121 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,8,6,2,0,2,2,0,0,0,0,0,4,0,0,0,1,7,10KS5100MS
120121 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,57,41,16,0,29,3,0,1,0,0,0,24,0,0,0,18,39,10KS0030PHD
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,38,20,18,0,34,3,0,0,0,0,1,0,0,0,0,38,0,10KL0051BS
