"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SUMMER 2010,,,,,,,,"PUBLICATION DATE:  JULY 28, 2010",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,
120105 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KN3949BS
120105 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KN3954BS
120105 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,3,0,3,0,0,0,2,1,0,0,0,0,0,2,0,3,0,10KN3955BS
120105 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3996BS
120105 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10KN4004BS
120105 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,4,0,4,0,2,0,2,0,0,0,0,0,0,2,0,3,1,10KS1144EDD
120105 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0095EDM
120105 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,5,1,4,0,2,1,2,0,0,0,0,0,0,2,0,5,0,10KS0211EDM
120105 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,18,0,18,0,15,3,0,0,0,0,0,0,0,0,0,18,0,10KS1144EDM
120105 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM
120105 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10KS8527EDM
120105 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5227 ,Mathematics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM
120105 ,KN ,613 ,MS ,1144 ,Curriculum and Instruction ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS1144MS
120105 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,4,0,4,0,2,0,0,0,0,0,0,2,0,0,0,1,3,10KS0095PHD
120105 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,13,5,8,0,4,0,4,0,0,0,0,5,0,4,0,4,9,10KS0215PHD
120105 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,12,4,8,0,6,2,0,1,0,0,0,3,0,0,0,7,5,10KS1144PHD
120105 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,38,11,27,0,15,0,10,5,0,0,1,7,0,11,0,13,25,10KS0210PHD
120105 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,2,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,1,10KS0220EDM
120105 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0220EDMU
120105 ,KN ,640 ,MA ,0220 ,Educational Policy Studies ,  ,  ,6,3,3,0,0,0,4,2,0,0,0,0,0,4,0,4,2,10KS0220MA
120105 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,81,28,53,0,10,2,35,26,2,0,1,5,0,38,7,36,45,10KS0220PHD
120105 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,4,1,3,0,2,0,2,0,0,0,0,0,0,2,0,4,0,10KS0209CAS
120105 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,14,7,7,0,13,1,0,0,0,0,0,0,0,0,0,14,0,10KS0209EDD
120105 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0209EDD
120105 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209EDD
120105 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,10,3,7,0,6,1,3,0,0,0,0,0,0,3,0,10,0,10KS0209EDM
120105 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS0209EDMU
120105 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,8,2,6,0,4,0,3,1,0,0,0,0,0,3,0,7,1,10KS0209EDM
120105 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,8,3,5,0,8,0,0,0,0,0,0,0,0,0,0,8,0,10KS0209EDM
120105 ,KN ,674 ,MS ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS0209MS
120105 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,6,2,4,0,3,1,1,1,0,0,0,0,0,2,0,5,1,10KS0209PHD
120105 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS4096EDD
120105 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS4096EDD
120105 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,  ,  ,4,3,1,0,2,1,0,0,0,0,0,1,0,0,0,3,1,10KS4096EDM
120105 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,6,3,3,0,2,1,0,0,0,0,0,3,0,0,0,3,3,10KS4096EDM
120105 ,KN ,760 ,MS ,4096 ,Human Resource Education ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4096MS
120105 ,KN ,760 ,MS ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4096MS
120105 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,  ,  ,4,2,2,0,0,0,0,1,0,0,0,3,0,1,1,1,3,10KS4096PHD
120105 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,7,3,4,0,1,1,1,0,0,0,0,4,0,1,0,2,5,10KS4096PHD
120105 ,KN ,  ,  ,  ,Education ,  ,***College total*** ,349,96,253,0,168,19,77,42,2,0,2,38,1,85,8,231,118, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120105 ,KP ,  ,  ,  ,Engineering ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120105 ,KP ,210 ,BS ,0118 ,Engineering Mechanics ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP0118BS
120105 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,  ,  ,4,4,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,10KP0102BS
120105 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,3907 ,Food & Bioprocess Engineering ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP3907BS
120105 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,  ,  ,10,6,4,0,8,1,0,0,0,0,0,1,0,0,0,9,1,10KP5163BS
120105 ,KP ,227 ,MS ,0102 ,Agricultural Engineering ,  ,  ,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS0102MS
120105 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,  ,  ,13,7,6,0,3,0,0,0,0,0,0,10,0,0,0,1,12,10KS5163MS
120105 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KP0067NDEG
120105 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,  ,  ,5,5,0,0,1,0,0,0,0,0,0,4,0,0,0,1,4,10KS0102PHD
120105 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,  ,  ,7,5,2,0,3,0,0,1,0,0,0,3,0,0,0,2,5,10KS5163PHD
120105 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,16,15,1,0,10,1,0,1,0,0,1,3,0,0,0,11,5,10KP0121BS
120105 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0240MS
120105 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,135,116,19,0,54,9,1,1,0,0,1,67,2,1,0,9,126,10KS0240PHD
120105 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,96,65,31,0,50,15,3,5,0,1,2,18,2,3,0,73,23,10KP0106BS
120105 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,85,66,19,0,49,4,0,5,0,0,3,24,0,2,1,34,51,10KS0106MS
120105 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,25,16,9,0,16,0,0,2,0,0,2,5,0,0,0,9,16,10KS0231MS
120105 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,10KS0232MS
120105 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,61,50,11,0,21,3,0,1,0,0,0,36,0,0,0,11,50,10KS0106PHD
120105 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,28,12,16,0,8,2,0,2,0,0,0,16,0,0,0,2,26,10KS0231PHD
120105 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,4,1,3,0,0,1,0,0,0,0,0,2,1,0,0,0,4,10KS0232PHD
120105 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,16,11,5,0,10,5,0,1,0,0,0,0,0,0,0,15,1,10KP0408BS
120105 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,10KS0408MS
120105 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,14,6,8,0,2,2,1,0,0,0,0,9,0,1,0,2,12,10KS0408PHD
120105 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,59,45,14,0,41,10,0,1,0,1,0,6,0,0,0,50,9,10KP0124BS
120105 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,17,13,4,0,1,1,1,2,0,0,0,12,0,1,0,4,13,10KP0127BS
120105 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10KS0127MS
120105 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KS3846MS
120105 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,19,12,7,0,4,1,0,0,0,0,0,14,0,0,0,2,17,10KS0127PHD
120105 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,8,7,1,0,1,0,1,0,0,0,0,6,0,1,0,1,7,10KS3846PHD
120105 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,94,80,14,0,35,9,1,4,0,0,1,44,0,2,1,38,56,10KP0112BS
120105 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KP1854BS
120105 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0112MCS
120105 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,14,10,4,0,1,1,0,0,0,0,0,12,0,0,0,1,13,10KS0112MS
120105 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS1854MS
120105 ,KP ,434 ,MS ,4026 ,Bioinformatics ,4028 ,Computer Science ,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10KS4028MS
120105 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,143,119,24,0,19,3,3,0,0,0,0,118,0,3,0,5,138,10KS0112PHD
120105 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,  ,  ,50,41,9,0,29,11,2,2,0,0,1,5,0,2,0,35,15,10KP4048BS
120105 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,  ,  ,24,19,5,0,11,4,0,1,0,0,0,8,0,0,0,8,16,10KS4048MS
120105 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,  ,  ,18,18,0,0,7,0,0,0,0,0,1,10,0,1,1,3,15,10KS4048PHD
120105 ,KP ,917 ,BS ,0118 ,Engineering Mechanics ,  ,  ,14,13,1,0,9,3,0,1,0,0,0,1,0,0,0,12,2,10KP0118BS
120105 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,82,73,9,0,39,10,4,3,0,0,2,24,0,4,0,46,36,10KP0133BS
120105 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KP4018BS
120105 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,77,69,8,0,31,6,0,6,0,0,0,34,0,0,0,23,54,10KS0133MS
120105 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10KS4018MS
120105 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,10,8,2,0,9,0,0,0,0,0,0,1,0,0,0,3,7,10KS0242MS
120105 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,117,102,15,0,27,4,1,0,0,0,0,84,1,1,0,8,109,10KS0133PHD
120105 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,16,14,2,0,3,0,0,1,0,0,0,12,0,0,0,2,14,10KS0242PHD
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,30,20,10,0,12,6,0,3,0,0,1,8,0,0,0,20,10,10KP0130BS
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3908 ,Ceramics ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP3908BS
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3909 ,Electronic Materials ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KP3909BS
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3910 ,Metals ,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,10KP3910BS
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3911 ,Biomaterials ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,10KP3911BS
120105 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3912 ,Polymer ,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KP3912BS
120105 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,6,6,0,0,1,1,0,1,0,0,0,3,0,0,0,1,5,10KS0130MS
120105 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,75,50,25,0,30,9,0,1,1,0,1,33,0,0,1,7,68,10KS0130PHD
120105 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,100,85,15,0,33,20,6,8,1,0,1,31,0,6,1,55,45,10KP0109BS
120105 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,228,204,24,0,63,42,9,11,1,1,2,97,2,9,1,104,124,10KP0115BS
120105 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,  ,  ,97,83,14,0,37,12,0,0,0,0,0,47,1,0,0,22,75,10KS1200MS
120105 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS0115PHD
120105 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,  ,  ,221,188,33,0,42,14,2,5,0,0,4,154,0,3,1,27,194,10KS1200PHD
120105 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,  ,  ,3,3,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,10KP0139BS
120105 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3913 ,"Power, Safety, and the Environ ",14,13,1,0,10,2,1,1,0,0,0,0,0,1,0,12,2,10KP3913BS
120105 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3914 ,Plasma and Fusion Sci and Engr ,4,4,0,0,2,1,0,0,0,0,0,1,0,0,0,2,2,10KP3914BS
120105 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3915 ,"Radiol, Medical, & Instr Apps ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP3915BS
120105 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,5,2,3,0,3,1,0,1,0,0,0,0,0,0,0,2,3,10KP5183BS
120105 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3915 ,"Radiol, Medical, & Instr Apps ",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP5183BS
120105 ,KP ,973 ,MS ,0139 ,Nuclear Engineering ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0139MS
120105 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,4,1,10KS5183MS
120105 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,8,6,2,0,5,0,0,0,0,0,0,3,0,0,0,3,5,10KS0139PHD
120105 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10KS5183PHD
120105 ,KP ,  ,  ,  ,Engineering ,  ,***College total*** ,2123,1728,395,0,773,217,38,72,3,3,23,984,10,43,7,715,1408, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120105 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,15,9,6,0,7,0,0,1,0,0,0,7,0,0,0,3,12,10KS0265AMUS
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,3930 ,Choral Music ,3,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,2,10KS0265AMUS
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,5110 ,Performance and Literature ,19,9,10,0,17,0,0,0,0,0,0,2,0,0,0,6,13,10KS0265AMUS
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,5111 ,Music Composition ,7,4,3,0,4,0,0,0,0,0,0,3,0,0,0,0,7,10KS0265AMUS
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0265AMUS
120105 ,KR ,495 ,AMUSD ,0265 ,Music ,5118 ,Jazz Performance ,5,3,2,0,2,0,2,0,0,0,0,1,0,2,0,3,2,10KS0265AMUS
120105 ,KR ,495 ,BA ,0265 ,Music ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10KR0265BA
120105 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,4,1,3,0,2,0,0,1,0,0,1,0,0,0,1,4,0,10KR3930BME
120105 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,13,3,10,0,12,1,0,0,0,0,0,0,0,0,0,11,2,10KR3931BME
120105 ,KR ,495 ,BME ,0168 ,Music Education ,3932 ,Elementary General Music ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KR3932BME
120105 ,KR ,495 ,BMUS ,0157 ,Voice ,  ,  ,5,1,4,0,4,1,0,0,0,0,0,0,0,0,0,5,0,10KR0157BMUS
120105 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,  ,  ,4,2,2,0,1,2,0,0,0,0,1,0,0,1,0,3,1,10KR0158BMUS
120105 ,KR ,495 ,BMUS ,0159 ,Music Composition ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KR0159BMUS
120105 ,KR ,495 ,BMUS ,0160 ,Music History ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KR0160BMUS
120105 ,KR ,495 ,BMUS ,5045 ,Jazz Performance ,  ,  ,6,4,2,0,5,0,1,0,0,0,0,0,0,1,0,4,2,10KR5045BMUS
120105 ,KR ,495 ,EDD ,0168 ,Music Education ,  ,  ,10,5,5,0,7,0,1,0,0,0,0,2,0,1,0,5,5,10KS0168EDD
120105 ,KR ,495 ,MME ,0168 ,Music Education ,  ,  ,31,12,19,0,28,0,1,0,1,0,0,1,0,1,1,22,9,10KS0168MME
120105 ,KR ,495 ,MMUS ,0265 ,Music ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,10KS0265MMUS
120105 ,KR ,495 ,MMUS ,0265 ,Music ,5110 ,Performance and Literature ,6,3,3,0,1,0,1,1,0,0,0,3,0,1,0,1,5,10KS0265MMUS
120105 ,KR ,495 ,MMUS ,0265 ,Music ,5113 ,Musicology ,5,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,10KS0265MMUS
120105 ,KR ,495 ,MMUS ,0265 ,Music ,5114 ,Piano Pedagogy ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0265MMUS
120105 ,KR ,495 ,MMUS ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS0265MMUS
120105 ,KR ,495 ,PHD ,0168 ,Music Education ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0168PHD
120105 ,KR ,495 ,PHD ,1481 ,Musicology ,  ,  ,5,1,4,0,4,0,0,0,0,0,0,1,0,0,0,2,3,10KS1481PHD
120105 ,KR ,526 ,BFA ,0148 ,Graphic Design ,  ,  ,6,0,6,0,5,1,0,0,0,0,0,0,0,0,0,4,2,10KR0148BFA
120105 ,KR ,526 ,BFA ,0149 ,Crafts ,3933 ,Ceramics ,3,0,3,0,2,0,0,0,0,0,1,0,0,0,0,2,1,10KR3933BFA
120105 ,KR ,526 ,BFA ,0149 ,Crafts ,3935 ,Metals ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KR3935BFA
120105 ,KR ,526 ,BFA ,0150 ,History of Art ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KR0150BFA
120105 ,KR ,526 ,BFA ,0151 ,Photography ,  ,  ,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1,10KR0151BFA
120105 ,KR ,526 ,BFA ,0152 ,Industrial Design ,  ,  ,6,4,2,0,1,1,0,2,0,0,0,2,0,0,0,4,2,10KR0152BFA
120105 ,KR ,526 ,BFA ,0153 ,Painting ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KR0153BFA
120105 ,KR ,526 ,BFA ,0169 ,Art Education ,  ,  ,11,4,7,0,9,1,0,1,0,0,0,0,0,0,1,10,1,10KR0169BFA
120105 ,KR ,526 ,BFA ,5128 ,New Media ,  ,  ,4,2,2,0,2,0,1,0,0,0,0,1,0,1,0,3,1,10KR5128BFA
120105 ,KR ,526 ,EDM ,0169 ,Art Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0169EDM
120105 ,KR ,526 ,MA ,0169 ,Art Education ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0169MA
120105 ,KR ,526 ,MA ,0250 ,Art History ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0250MA
120105 ,KR ,526 ,MFA ,0252 ,Art and Design ,0255 ,Industrial Design ,6,2,4,0,2,0,0,0,0,0,0,4,0,0,0,0,6,10KS0255MFA
120105 ,KR ,526 ,MFA ,0252 ,Art and Design ,0256 ,Metals ,4,0,4,0,1,1,0,0,0,0,0,2,0,0,0,0,4,10KS0256MFA
120105 ,KR ,526 ,MFA ,0252 ,Art and Design ,0257 ,Painting ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0257MFA
120105 ,KR ,526 ,NDEG ,0252 ,Art and Design ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0252NDEG
120105 ,KR ,526 ,NONE ,4090 ,Art Foundation ,  ,  ,6,0,6,0,2,0,0,1,0,0,1,2,0,0,1,4,2,10KR4090NONE
120105 ,KR ,526 ,PHD ,0169 ,Art Education ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,10KS0169PHD
120105 ,KR ,526 ,PHD ,0250 ,Art History ,  ,  ,7,1,6,0,4,0,0,1,0,0,0,2,0,0,0,0,7,10KS0250PHD
120105 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,  ,  ,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KR0156BLA
120105 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,5095 ,Five-Year Program ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KR5095BLA
120105 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,  ,  ,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,1,10KS0156MLA
120105 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0156PHD
