"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,
SUMMER 2009,,,,,,,,"REVISED:  September 23, 2009",,,,,,,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,,,,
Revised to include academic program codes (on far right),,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,International,Unknown,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,
120095 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,149,125,24,0,69,7,2,3,0,67,1,14,135,10KS0240PHD
120095 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,77,51,26,0,39,7,10,9,1,8,3,65,12,10KP0106BS
120095 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,57,44,13,0,33,3,1,2,0,17,1,24,33,10KS0106MS
120095 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,27,10,17,0,16,3,0,2,0,6,0,5,22,10KS0231MS
120095 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,5,0,5,0,2,0,0,1,0,1,1,2,3,10KS0232MS
120095 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,72,60,12,0,14,4,1,1,0,51,1,8,64,10KS0106PHD
120095 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,20,14,6,0,5,2,0,2,0,10,1,2,18,10KS0231PHD
120095 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,3,0,3,0,1,1,0,0,0,1,0,1,2,10KS0232PHD
120095 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,19,8,11,0,10,4,0,1,1,1,2,18,1,10KP0408BS
120095 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KS0408MS
120095 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,14,9,5,0,3,4,1,0,0,6,0,4,10,10KS0408PHD
120095 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,67,53,14,0,47,14,0,3,0,2,1,59,8,10KP0124BS
120095 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,13,7,6,0,2,1,2,0,0,8,0,5,8,10KP0127BS
120095 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,5,1,4,0,0,0,0,0,0,5,0,0,5,10KS0127MS
120095 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,4,3,1,0,2,1,0,0,0,1,0,2,2,10KS3846MS
120095 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,15,8,7,0,1,0,0,0,0,14,0,0,15,10KS0127PHD
120095 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,7,6,1,0,1,0,1,0,0,5,0,2,5,10KS3846PHD
120095 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,65,56,9,0,30,10,2,1,1,20,1,37,28,10KP0112BS
120095 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,3,3,0,0,0,1,0,0,0,2,0,0,3,10KS0112MCS
120095 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,9,6,3,0,2,0,0,0,0,7,0,1,8,10KS0112MS
120095 ,KP ,434 ,MS ,4026 ,Bioinformatics ,4028 ,Computer Science ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS4028MS
120095 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,118,107,11,0,19,7,3,0,0,89,0,10,108,10KS0112PHD
120095 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,  ,  ,45,38,7,0,20,7,2,3,0,8,5,33,12,10KP4048BS
120095 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,  ,  ,14,13,1,0,8,1,0,0,0,5,0,6,8,10KS4048MS
120095 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,  ,  ,20,18,2,0,5,1,1,0,0,13,0,3,17,10KS4048PHD
120095 ,KP ,917 ,BS ,0118 ,Engineering Mechanics ,  ,  ,7,6,1,0,3,2,0,0,0,2,0,5,2,10KP0118BS
120095 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,113,96,16,1,63,13,5,8,1,21,2,84,29,10KP0133BS
120095 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,70,66,4,0,29,3,0,2,0,36,0,19,51,10KS0133MS
120095 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,11,11,0,0,9,1,0,0,0,1,0,9,2,10KS4018MS
120095 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,7,6,1,0,6,0,0,0,0,1,0,3,4,10KS0242MS
120095 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,100,86,14,0,27,4,1,0,0,67,1,11,89,10KS0133PHD
120095 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,11,10,1,0,3,0,0,0,0,8,0,1,10,10KS0242PHD
120095 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,31,23,8,0,19,5,1,2,0,4,0,24,7,10KP0130BS
120095 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3908 ,Ceramics ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KP3908BS
120095 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3909 ,Electronic Materials ,2,1,1,0,1,0,0,0,0,0,1,2,0,10KP3909BS
120095 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3911 ,Biomaterials ,2,1,1,0,0,1,0,0,0,1,0,1,1,10KP3911BS
120095 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3912 ,Polymer ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KP3912BS
120095 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,5,4,1,0,1,0,0,0,0,4,0,2,3,10KS0130MS
120095 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,63,40,23,0,28,8,0,2,0,23,2,6,57,10KS0130PHD
120095 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,71,56,15,0,26,12,8,8,0,17,0,41,30,10KP0109BS
120095 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,195,164,30,1,59,51,7,10,0,65,3,104,91,10KP0115BS
120095 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,  ,  ,113,97,16,0,41,12,1,2,0,56,1,20,93,10KS1200MS
120095 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,  ,  ,3,2,1,0,2,0,0,0,0,1,0,2,1,10KS0115PHD
120095 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,  ,  ,223,199,24,0,53,16,2,5,0,145,2,32,191,10KS1200PHD
120095 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,  ,  ,8,8,0,0,2,2,2,1,0,1,0,5,3,10KP0139BS
120095 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3913 ,"Power, Safety, and the Environ ",5,5,0,0,4,0,1,0,0,0,0,5,0,10KP3913BS
120095 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3914 ,Plasma and Fusion Sci and Engr ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KP3914BS
120095 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3915 ,"Radiol, Medical, & Instr Apps ",1,1,0,0,1,0,0,0,0,0,0,1,0,10KP3915BS
120095 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,3,2,1,0,2,0,0,1,0,0,0,3,0,10KP5183BS
120095 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3913 ,"Power, Safety, and the Environ ",1,0,1,0,1,0,0,0,0,0,0,1,0,10KP5183BS
120095 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3914 ,Plasma and Fusion Sci and Engr ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KP5183BS
120095 ,KP ,973 ,MS ,0139 ,Nuclear Engineering ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0139MS
120095 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,2,2,0,0,1,0,0,0,0,1,0,1,1,10KS5183MS
120095 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,12,10,2,0,4,0,1,0,0,7,0,2,10,10KS0139PHD
120095 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,2,2,0,0,0,0,0,0,0,2,0,0,2,10KS5183PHD
120095 ,KP ,  ,  ,  ,Engineering ,  ,***College total*** ,1952,1587,363,2,750,214,55,71,4,829,29,723,1229, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,17,9,8,0,6,0,0,1,0,10,0,3,14,10KS0265AMUS
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,3930 ,Choral Music ,4,2,2,0,2,0,0,0,0,2,0,0,4,10KS0265AMUS
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,5110 ,Performance and Literature ,15,7,8,0,8,0,0,0,0,6,1,3,12,10KS0265AMUS
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,5111 ,Music Composition ,7,5,2,0,3,0,0,0,1,3,0,0,7,10KS0265AMUS
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0265AMUS
120095 ,KR ,495 ,AMUSD ,0265 ,Music ,5118 ,Jazz Performance ,3,3,0,0,2,0,0,0,0,0,1,2,1,10KS0265AMUS
120095 ,KR ,495 ,BA ,0265 ,Music ,  ,  ,5,2,3,0,4,0,0,1,0,0,0,5,0,10KR0265BA
120095 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,4,1,3,0,2,0,1,0,0,0,1,4,0,10KR3930BME
120095 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,11,1,10,0,11,0,0,0,0,0,0,11,0,10KR3931BME
120095 ,KR ,495 ,BMUS ,0157 ,Voice ,  ,  ,5,0,5,0,3,0,0,1,0,0,1,5,0,10KR0157BMUS
120095 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,  ,  ,16,8,8,0,11,3,1,1,0,0,0,13,3,10KR0158BMUS
120095 ,KR ,495 ,BMUS ,0159 ,Music Composition ,  ,  ,1,1,0,0,0,0,0,0,0,0,1,0,1,10KR0159BMUS
120095 ,KR ,495 ,BMUS ,0160 ,Music History ,  ,  ,2,0,2,0,1,0,0,1,0,0,0,2,0,10KR0160BMUS
120095 ,KR ,495 ,BMUS ,0161 ,Open Studies ,  ,  ,4,3,1,0,3,1,0,0,0,0,0,4,0,10KR0161BMUS
120095 ,KR ,495 ,BMUS ,5045 ,Jazz Performance ,  ,  ,8,7,1,0,5,1,2,0,0,0,0,5,3,10KR5045BMUS
120095 ,KR ,495 ,EDD ,0168 ,Music Education ,  ,  ,10,9,1,0,8,0,1,0,0,1,0,5,5,10KS0168EDD
120095 ,KR ,495 ,MME ,0168 ,Music Education ,  ,  ,45,21,24,0,36,3,1,0,1,0,4,31,14,10KS0168MME
120095 ,KR ,495 ,MMUS ,0265 ,Music ,  ,  ,11,7,4,0,7,1,1,1,0,1,0,4,7,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5110 ,Performance and Literature ,3,1,2,0,2,1,0,0,0,0,0,1,2,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5111 ,Music Composition ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5112 ,Music Theory ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5113 ,Musicology ,2,0,2,0,2,0,0,0,0,0,0,0,2,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0265MMUS
120095 ,KR ,495 ,MMUS ,0265 ,Music ,5118 ,Jazz Performance ,2,2,0,0,1,0,0,1,0,0,0,2,0,10KS0265MMUS
120095 ,KR ,495 ,PHD ,1481 ,Musicology ,  ,  ,5,3,2,0,4,0,1,0,0,0,0,1,4,10KS1481PHD
120095 ,KR ,526 ,BFA ,0148 ,Graphic Design ,  ,  ,5,1,4,0,4,1,0,0,0,0,0,5,0,10KR0148BFA
120095 ,KR ,526 ,BFA ,0149 ,Crafts ,3933 ,Ceramics ,3,0,3,0,2,1,0,0,0,0,0,2,1,10KR3933BFA
120095 ,KR ,526 ,BFA ,0149 ,Crafts ,3935 ,Metals ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KR3935BFA
120095 ,KR ,526 ,BFA ,0150 ,History of Art ,  ,  ,5,0,5,0,4,0,0,0,0,0,1,5,0,10KR0150BFA
120095 ,KR ,526 ,BFA ,0151 ,Photography ,  ,  ,5,1,4,0,5,0,0,0,0,0,0,5,0,10KR0151BFA
120095 ,KR ,526 ,BFA ,0152 ,Industrial Design ,  ,  ,6,4,2,0,3,1,0,2,0,0,0,5,1,10KR0152BFA
120095 ,KR ,526 ,BFA ,0153 ,Painting ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KR0153BFA
120095 ,KR ,526 ,BFA ,0169 ,Art Education ,  ,  ,9,2,7,0,8,1,0,0,0,0,0,8,1,10KR0169BFA
120095 ,KR ,526 ,BFA ,5128 ,New Media ,  ,  ,2,1,1,0,1,0,0,0,0,1,0,1,1,10KR5128BFA
120095 ,KR ,526 ,MA ,0169 ,Art Education ,  ,  ,11,3,8,0,10,0,0,0,0,1,0,9,2,10KS0169MA
120095 ,KR ,526 ,MA ,0250 ,Art History ,  ,  ,6,2,4,0,5,0,0,0,0,0,1,1,5,10KS0250MA
120095 ,KR ,526 ,MFA ,0252 ,Art and Design ,0254 ,Graphic Design ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KS0254MFA
120095 ,KR ,526 ,MFA ,0252 ,Art and Design ,0255 ,Industrial Design ,4,2,2,0,0,0,0,0,0,4,0,0,4,10KS0255MFA
120095 ,KR ,526 ,MFA ,0252 ,Art and Design ,0256 ,Metals ,6,0,6,0,1,1,0,1,0,3,0,0,6,10KS0256MFA
120095 ,KR ,526 ,MFA ,0252 ,Art and Design ,0257 ,Painting ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0257MFA
120095 ,KR ,526 ,MFA ,0252 ,Art and Design ,0258 ,Photography ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS0258MFA
120095 ,KR ,526 ,NONE ,4090 ,Art Foundation ,  ,  ,7,0,7,0,5,1,1,0,0,0,0,6,1,10KR4090NONE
120095 ,KR ,526 ,PHD ,0169 ,Art Education ,  ,  ,4,1,3,0,2,0,0,0,0,2,0,0,4,10KS0169PHD
120095 ,KR ,526 ,PHD ,0250 ,Art History ,  ,  ,8,2,6,0,6,0,0,1,0,1,0,3,5,10KS0250PHD
120095 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,  ,  ,5,3,2,0,4,0,1,0,0,0,0,5,0,10KR0156BLA
120095 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,  ,  ,4,1,3,0,1,0,0,0,0,3,0,1,3,10KS0156MLA
120095 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,  ,  ,3,2,1,0,0,0,1,0,0,2,0,1,2,10KS0156PHD
120095 ,KR ,733 ,BA ,0155 ,Urban Planning ,  ,  ,11,7,4,0,8,0,1,1,0,1,0,8,3,10KR0155BA
120095 ,KR ,733 ,MUP ,0155 ,Urban Planning ,  ,  ,15,7,8,0,5,0,2,1,0,7,0,5,10,10KS0155MUP
120095 ,KR ,733 ,PHD ,0274 ,Regional Planning ,  ,  ,8,3,5,0,2,0,0,1,0,5,0,2,6,10KS0274PHD
120095 ,KR ,767 ,BS ,0146 ,Architectural Studies ,  ,  ,43,27,16,0,24,6,2,9,0,2,0,37,6,10KR0146BS
120095 ,KR ,767 ,MARCH ,0249 ,Architecture ,0247 ,Architecture - 2 Yr ,14,7,7,0,1,5,0,2,0,6,0,4,10,10KS0247MARC
120095 ,KR ,767 ,MARCH ,0249 ,Architecture ,0248 ,Architecture Track 3 ,6,5,1,0,5,0,0,1,0,0,0,4,2,10KS0248MARC
120095 ,KR ,767 ,PHD ,0249 ,Architecture ,  ,  ,4,1,3,0,2,0,0,0,0,2,0,1,3,10KS0249PHD
120095 ,KR ,801 ,BFA ,0261 ,Dance ,  ,  ,3,0,3,0,1,0,1,0,0,1,0,2,1,10KR0261BFA
120095 ,KR ,801 ,MFA ,0261 ,Dance ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,1,1,10KS0261MFA
120095 ,KR ,883 ,BFA ,0162 ,Theatre ,3985 ,Theatre Studies ,3,0,3,0,2,0,1,0,0,0,0,3,0,10KR3985BFA
120095 ,KR ,883 ,BFA ,0162 ,Theatre ,4081 ,Acting ,6,3,3,0,4,1,1,0,0,0,0,4,2,10KR4081BFA
120095 ,KR ,883 ,BFA ,0162 ,Theatre ,4084 ,Lighting Design ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KR4084BFA
120095 ,KR ,883 ,MFA ,0162 ,Theatre ,0271 ,Design and Technology ,1,0,1,0,0,0,1,0,0,0,0,0,1,10KS0271MFA
120095 ,KR ,883 ,PHD ,0162 ,Theatre ,  ,  ,4,2,2,0,4,0,0,0,0,0,0,2,2,10KS0162PHD
120095 ,KR ,  ,  ,  ,Fine & Applied Arts ,  ,***College total*** ,404,184,220,0,251,29,20,26,2,65,11,238,166, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KS ,  ,  ,  ,Graduate College ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KS ,486 ,NDEG ,0067 ,Nondegree ,  ,  ,3,1,1,1,1,0,1,1,0,0,0,3,0,10KS0067NDEG
120095 ,KS ,  ,  ,  ,Graduate College ,  ,***College total*** ,3,1,1,1,1,0,1,1,0,0,0,3,0, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KT ,  ,  ,  ,Media ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KT ,238 ,BS ,0382 ,Media Studies ,  ,  ,23,8,15,0,14,1,3,2,0,2,1,20,3,10KT0382BS
120095 ,KT ,238 ,PHD ,0279 ,Communications ,  ,  ,20,5,15,0,2,2,3,6,0,6,1,4,16,10KS0279PHD
120095 ,KT ,408 ,BS ,0277 ,Advertising ,  ,  ,52,16,36,0,31,7,7,5,0,1,1,46,6,10KT0277BS
120095 ,KT ,408 ,MS ,0277 ,Advertising ,  ,  ,3,0,3,0,2,0,0,0,0,1,0,2,1,10KS0277MS
120095 ,KT ,642 ,BSJ ,0380 ,News-Editorial ,  ,  ,26,10,16,0,21,4,0,1,0,0,0,25,1,10KT0380BSJ
120095 ,KT ,642 ,BSJ ,0381 ,Broadcast Journalism ,  ,  ,18,4,14,0,10,1,4,1,0,0,2,15,3,10KT0381BSJ
120095 ,KT ,642 ,MS ,0278 ,Journalism ,  ,  ,18,8,10,0,10,1,1,2,0,4,0,10,8,10KS0278MS
120095 ,KT ,934 ,NONE ,0390 ,General Curriculum ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KT0390NONE
120095 ,KT ,  ,  ,  ,Media ,  ,***College total*** ,161,52,109,0,90,16,18,17,0,15,5,122,39, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KU ,  ,  ,  ,Law ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KU ,853 ,JD ,0385 ,Law ,  ,  ,85,53,32,0,39,4,14,6,3,13,6,45,40,10KU0385JD
120095 ,KU ,853 ,JSD ,0281 ,Law ,  ,  ,2,1,1,0,0,0,0,0,0,2,0,0,2,10KS0281JSD
120095 ,KU ,  ,  ,  ,Law ,  ,***College total*** ,87,54,33,0,39,4,14,6,3,15,6,45,42, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KV ,  ,  ,  ,Liberal Arts & Sci ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KV ,241 ,BALAS ,0340 ,Anthropology ,  ,  ,35,10,25,0,14,7,4,7,1,1,1,32,3,10KV0340BALA
120095 ,KV ,241 ,BALAS ,0340 ,Anthropology ,5043 ,Socioculturl & Linguistic Anth ,2,0,2,0,2,0,0,0,0,0,0,1,1,10KV5043BALA
120095 ,KV ,241 ,PHD ,0340 ,Anthropology ,  ,  ,25,9,16,0,14,1,1,2,0,6,1,5,20,10KS0340PHD
120095 ,KV ,253 ,BSLAS ,0334 ,Atmospheric Sciences ,  ,  ,6,5,1,0,5,0,0,1,0,0,0,6,0,10KV0334BSLA
120095 ,KV ,253 ,MS ,0334 ,Atmospheric Sciences ,  ,  ,17,8,9,0,14,0,0,1,0,1,1,3,14,10KS0334MS
120095 ,KV ,253 ,PHD ,0334 ,Atmospheric Sciences ,  ,  ,24,12,12,0,9,1,1,1,0,12,0,2,22,10KS0334PHD
120095 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,  ,  ,15,10,5,0,10,2,1,2,0,0,0,12,3,10KV0439BSLA
120095 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV8037BSLA
120095 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3894 ,Operations Research ,1,1,0,0,0,0,0,1,0,0,0,1,0,10KV3894BSLA
120095 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3896 ,Graduate Preparation ,3,3,0,0,2,0,0,0,0,0,1,2,1,10KV3896BSLA
120095 ,KV ,257 ,BSLAS ,0439 ,Mathematics ,3897 ,Mathematics Teaching Option ,6,1,5,0,6,0,0,0,0,0,0,6,0,10KV3897BSLA
120095 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,  ,  ,34,16,18,0,10,5,1,2,0,14,2,20,14,10KV0461BSLA
120095 ,KV ,257 ,BSLAS ,0461 ,Actuarial Science ,  ,  ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KV8037BSLA
120095 ,KV ,257 ,BSLAS ,1438 ,Math & Computer Science ,  ,  ,14,13,1,0,8,2,0,1,0,3,0,11,3,10KV1438BSLA
120095 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,  ,  ,6,5,1,0,0,1,0,0,0,5,0,0,6,10KS0327MS
120095 ,KV ,257 ,MS ,0327 ,Applied Mathematics ,0328 ,Actuarial Science ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0328MS
120095 ,KV ,257 ,MS ,0439 ,Mathematics ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS0439MS
120095 ,KV ,257 ,NDEG ,0439 ,Mathematics ,  ,  ,2,1,1,0,0,0,0,0,0,0,2,0,2,10KS0439NDEG
120095 ,KV ,257 ,NONE ,0439 ,Mathematics ,  ,  ,24,16,8,0,10,3,3,1,1,3,3,21,3,10KV0439NONE
120095 ,KV ,257 ,PHD ,0439 ,Mathematics ,  ,  ,58,43,15,0,33,4,1,1,0,17,2,12,46,10KS0439PHD
120095 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",  ,  ,4,4,0,0,3,0,1,0,0,0,0,4,0,10KV5086BSLA
120095 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KV8037BSLA
120095 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",5103 ,Society and the Environment ,8,5,3,0,5,0,0,2,0,0,1,8,0,10KV5086BSLA
120095 ,KV ,265 ,BSLAS ,5086 ,"Earth Systems, Env, & Society ",5104 ,Science of the Earth System ,5,3,2,0,5,0,0,0,0,0,0,5,0,10KV5086BSLA
120095 ,KV ,299 ,BSLAS ,0338 ,Psychology ,  ,  ,181,59,122,0,89,35,26,18,0,6,7,164,17,10KV0338BSLA
120095 ,KV ,299 ,BSLAS ,0338 ,Psychology ,  ,  ,5,1,4,0,4,0,0,0,0,1,0,4,1,10KV8037BSLA
120095 ,KV ,299 ,MS ,0338 ,Psychology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KS0338MS
120095 ,KV ,299 ,PHD ,0338 ,Psychology ,  ,  ,47,19,28,0,16,6,5,5,2,12,1,8,39,10KS0338PHD
120095 ,KV ,303 ,BALAS ,1008 ,African American Studies ,  ,  ,2,0,2,0,0,0,2,0,0,0,0,2,0,10KV1008BALA
120095 ,KV ,324 ,BALAS ,0344 ,Sociology ,  ,  ,125,58,66,1,45,14,42,14,1,5,4,115,10,10KV0344BALA
120095 ,KV ,324 ,BALAS ,0344 ,Sociology ,  ,  ,5,1,4,0,2,0,1,2,0,0,0,5,0,10KV8037BALA
120095 ,KV ,324 ,MA ,0344 ,Sociology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0344MA
120095 ,KV ,324 ,PHD ,0344 ,Sociology ,  ,  ,12,2,10,0,6,0,3,0,0,3,0,5,7,10KS0344PHD
120095 ,KV ,361 ,MS ,0324 ,Entomology ,  ,  ,4,2,2,0,3,0,0,0,0,0,1,0,4,10KS0324MS
120095 ,KV ,361 ,PHD ,0324 ,Entomology ,  ,  ,19,9,10,0,10,1,0,1,0,7,0,4,15,10KS0324PHD
120095 ,KV ,362 ,BALAS ,0285 ,E Asian Languages & Cultures ,  ,  ,11,6,5,0,3,6,0,1,0,0,1,11,0,10KV0285BALA
120095 ,KV ,362 ,MA ,0284 ,Asian Studies ,  ,  ,6,3,3,0,4,0,0,1,0,1,0,2,4,10KS0284MA
120095 ,KV ,362 ,PHD ,0285 ,E Asian Languages & Cultures ,  ,  ,5,2,3,0,1,2,0,0,0,2,0,0,5,10KS0285PHD
120095 ,KV ,377 ,MS ,0320 ,Plant Biology ,  ,  ,4,2,2,0,3,0,0,0,1,0,0,3,1,10KS0320MS
120095 ,KV ,377 ,PHD ,0320 ,Plant Biology ,  ,  ,6,2,4,0,5,0,0,0,0,1,0,3,3,10KS0320PHD
120095 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,  ,  ,45,20,25,0,28,9,1,3,0,4,0,41,4,10KV0438BSLA
120095 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KV8037BSLA
