"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SPRING 2011,,,,,,,,"PUBLICATION DATE:  FEBRUARY 9, 2011",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
120111 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,46,5,41,0,40,0,4,1,0,0,0,1,0,4,0,45,1,10KL0002BS
120111 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",136,28,107,1,104,5,5,17,0,0,1,3,1,5,0,130,6,10KL0002BS
120111 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,51,22,29,0,34,1,1,1,0,0,1,12,1,1,0,33,18,10KS0002MS
120111 ,KL ,538 ,MS ,4026 ,Bioinformatics ,5099 ,Animal Science ,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10KS5099MS
120111 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,51,33,18,0,20,0,0,1,0,0,0,30,0,0,0,9,42,10KS0002PHD
120111 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,101,29,72,0,54,15,3,4,0,1,3,21,0,3,2,80,21,10KL0038BS
120111 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,27,12,15,0,19,0,1,3,0,0,0,4,0,1,0,22,5,10KL0039BS
120111 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,106,13,93,0,66,14,6,7,0,1,2,9,1,6,0,90,16,10KL0040BS
120111 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,67,2,65,0,55,4,1,1,0,0,2,2,2,1,1,62,5,10KL0041BS
120111 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,69,20,49,0,49,4,2,5,0,0,0,9,0,2,0,60,9,10KL0042BS
120111 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,10,0,10,0,1,0,0,0,0,0,0,9,0,0,0,1,9,10KS0037MS
120111 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,16,8,8,0,9,0,1,0,0,0,0,6,0,1,0,5,11,10KS0037MS
120111 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,8,2,6,0,3,0,1,0,0,0,0,3,1,1,0,4,4,10KS0037MS
120111 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,3,1,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1PKS0037MS
120111 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,21,7,14,0,6,1,0,0,0,0,0,14,0,0,0,3,18,10KS0037PHD
120111 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,7,2,5,0,2,1,0,0,0,0,0,4,0,0,0,2,5,10KS0037PHD
120111 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,3,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,3,10KS0037PHD
120111 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,163,150,13,0,109,13,11,15,0,0,3,11,1,11,0,147,16,10KL0025BS
120111 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,28,24,4,0,24,1,1,1,0,0,1,0,0,2,0,27,1,10KL0029BSAG
120111 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,30,25,5,0,21,5,1,1,0,0,0,2,0,1,0,26,4,10KL5163BSAG
120111 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KL5033BS
120111 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0046 ,Agricultural Leadership ,15,6,9,0,10,0,3,0,0,0,1,1,0,4,0,14,1,10KL0046BS
120111 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,0047 ,Agricultural Education ,27,6,21,0,25,1,1,0,0,0,0,0,0,1,0,26,1,10KL0047BS
120111 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",49,10,39,0,46,0,2,0,0,0,1,0,0,3,1,49,0,10KL5033BS
120111 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,148,10,138,0,100,14,15,9,0,1,1,5,3,15,0,141,7,10KL0049BS
120111 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,64,8,56,0,43,0,7,10,0,0,3,0,1,8,0,60,4,10KL0050BS
120111 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,6,2,4,0,5,0,0,0,0,0,1,0,0,0,0,5,1,10KS0181MS
120111 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS0183MS
120111 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,23,3,20,0,13,2,3,0,0,0,1,4,0,3,0,5,18,10KS0183PHD
120111 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,8,3,5,0,4,2,1,1,0,0,0,0,0,1,0,2,6,10KS0183PHD
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL0031BS
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,26,19,7,0,26,0,0,0,0,0,0,0,0,0,0,26,0,10KL0033BS
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,40,30,10,0,40,0,0,0,0,0,0,0,0,0,0,40,0,10KL0034BS
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,24,13,11,0,20,0,0,0,1,0,1,2,0,1,1,22,2,10KL0035BS
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,4,2,2,0,1,1,1,0,1,0,0,0,0,1,1,4,0,10KL0036BS
120111 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5123 ,Integrated Pest Management ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10KL5123BS
120111 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,10KL0063BS
120111 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,26,17,9,0,24,0,1,1,0,0,0,0,0,1,0,25,1,10KL0063BS
120111 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,8,4,4,0,6,0,0,0,0,0,0,1,1,0,0,7,1,10KL0065BS
120111 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,48,36,12,0,28,3,0,0,0,0,0,16,1,0,0,26,22,10KS0030MS
120111 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0030MSU
120111 ,KL ,802 ,MS ,4026 ,Bioinformatics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS5100MS
120111 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,5,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,5,10KS5100MS
120111 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,49,37,12,0,23,2,0,0,0,0,0,24,0,0,0,13,36,10KS0030PHD
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,21,12,9,0,18,2,0,0,0,0,1,0,0,0,0,21,0,10KL0051BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,23,11,12,0,20,0,0,2,0,0,0,1,0,0,0,22,1,10KL0057BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3870 ,Forest Science ,7,6,1,0,6,0,0,1,0,0,0,0,0,0,0,7,0,10KL3870BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,14,3,11,0,10,2,1,1,0,0,0,0,0,1,0,13,1,10KL3871BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,15,11,4,0,11,1,0,1,0,0,0,1,1,0,0,14,1,10KL3872BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,8,5,3,0,6,1,0,1,0,0,0,0,0,0,0,7,1,10KL3873BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,29,16,13,0,21,3,1,0,0,0,2,2,0,2,1,26,3,10KL0051BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,49,22,27,0,38,1,0,2,0,0,2,6,0,1,0,41,8,10KL0051BS
120111 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,14,9,5,0,9,1,1,0,0,0,1,2,0,1,0,12,2,10KL0051BS
120111 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,49,29,20,0,40,2,0,2,0,0,0,5,0,0,0,20,29,10KS0190MS
120111 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,26,17,9,0,14,0,0,1,0,0,1,10,0,0,1,12,14,10KS0190PHD
120111 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,24,7,17,0,14,3,1,1,0,0,0,5,0,1,0,11,13,10KS0191MS
120111 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,31,9,22,0,17,4,0,2,0,0,1,7,0,1,0,10,21,10KS0191PHD
120111 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,2815,1266,1548,1,1981,170,106,137,3,3,39,357,19,118,15,2265,550, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120111 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120111 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,17,15,2,0,9,1,1,1,0,0,0,4,1,1,0,15,2,10KS4064MBA
120111 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,193,126,67,0,69,26,10,3,0,0,4,76,5,10,1,92,101,10KS9875MBA
120111 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,90,64,26,0,57,13,8,1,0,0,2,6,3,9,1,90,0,10KS4064MBA
120111 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,471,344,127,0,269,84,12,33,0,0,5,66,2,13,1,385,86,10KM0075BS
120111 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10KS0075MS
120111 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,116,65,51,0,7,10,0,0,0,0,0,97,2,0,0,6,110,10KS0075MSK
120111 ,KM ,260 ,NDEG ,0075 ,Finance ,  ,  ,16,10,6,0,0,0,0,0,0,0,0,16,0,0,0,0,16,10KS0075NDEG
120111 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,22,11,11,0,0,1,0,0,0,0,0,21,0,0,0,1,21,10KS0075PHD
120111 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,873,490,383,0,440,180,33,44,1,1,5,166,3,35,1,643,230,10KM0071BS
120111 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,219,125,94,0,148,37,2,4,0,0,1,23,4,2,0,179,40,10KS0071MAS
120111 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,133,23,110,0,5,6,0,0,0,0,0,122,0,0,0,4,129,10KS0071MSK
120111 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,29,16,13,0,12,4,3,0,0,0,1,3,6,3,0,7,22,10KS5187MSK2
120111 ,KM ,346 ,NDEG ,0071 ,Accountancy ,0073 ,Accountancy Postb ,10,6,4,0,5,2,0,3,0,0,0,0,0,0,0,9,1,10KM0073NDEG
120111 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,26,14,12,0,12,0,1,0,0,0,1,12,0,1,1,6,20,10KS0071PHD
120111 ,KM ,902 ,BS ,0079 ,Business Administration ,0080 ,Marketing ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KM0080BS
120111 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KM0081BS
120111 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,119,42,77,0,77,8,13,11,0,0,3,6,1,13,0,105,14,10KM1432BS
120111 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,107,33,74,0,73,9,6,16,0,0,3,0,0,6,0,99,8,10KM8037BS
120111 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,22,16,6,0,12,4,1,2,0,0,1,2,0,1,0,18,4,10KM5070BS
120111 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,14,12,2,0,5,1,5,1,0,0,1,0,1,6,0,14,0,10KM8037BS
120111 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,22,11,11,0,17,3,0,0,0,0,0,1,1,0,0,20,2,10KM5071BS
120111 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,36,22,14,0,24,5,0,3,0,0,0,3,1,0,0,32,4,10KM8037BS
120111 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,17,12,5,0,10,3,1,1,0,0,1,1,0,1,0,13,4,10KM5072BS
120111 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,10,4,6,0,6,2,0,1,0,0,1,0,0,0,0,9,1,10KM8037BS
120111 ,KM ,902 ,BS ,5073 ,Management ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KM5073BS
120111 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,22,14,8,0,16,1,2,1,0,0,0,2,0,2,0,19,3,10KM5073BS
120111 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,14,6,8,0,7,2,1,1,0,0,0,2,1,1,0,11,3,10KM8037BS
120111 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,47,23,24,0,29,8,2,6,0,0,0,2,0,2,0,42,5,10KM5073BS
120111 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,16,8,8,0,9,2,3,0,0,0,0,2,0,3,0,12,4,10KM8037BS
120111 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,49,26,22,1,36,5,3,5,0,0,0,0,0,3,0,46,3,10KM5073BS
120111 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,17,2,15,0,9,3,2,2,0,0,1,0,0,2,0,14,3,10KM8037BS
120111 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,57,40,17,0,1,3,0,0,0,0,0,53,0,0,0,3,54,10KS5148MSK
120111 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,48,27,21,0,11,3,0,0,0,0,0,34,0,0,0,2,46,10KS0079PHD
120111 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,3,1,1,1,2,0,0,0,0,0,0,0,1,0,0,3,0,10KS3924MBA2
120111 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,69,56,13,0,46,6,9,1,0,0,0,3,4,9,0,64,5,10KS3924MBA2
120111 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,58,33,25,0,0,1,0,0,0,0,0,54,3,0,0,1,57,10KM0067NDEG
120111 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,799,457,342,0,504,122,29,60,1,0,11,66,6,34,4,665,134,10KM0070NONE
120111 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,3767,2158,1607,2,1931,555,147,201,2,1,41,844,45,158,9,2633,1134, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120111 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120111 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,9,1,8,0,6,0,0,1,0,0,0,1,1,0,0,8,1,10KN0067NDEG
120111 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,263,17,246,0,208,23,8,15,0,1,4,4,0,9,0,253,10,10KN4089NONE
120111 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,74,8,66,0,62,2,1,4,0,0,3,1,1,1,1,72,2,10KN0093BS
120111 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,36,8,28,0,30,3,2,0,0,0,0,1,0,2,0,32,4,10KS0093EDM
120111 ,KN ,570 ,MA ,0093 ,Special Education ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,10KS0093MA
120111 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0093MS
120111 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,24,3,21,0,16,0,3,0,0,0,0,5,0,3,0,11,13,10KS0093PHD
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3966BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,4,0,4,0,2,0,2,0,0,0,0,0,0,2,0,4,0,10KN3967BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,8,0,8,0,4,1,2,1,0,0,0,0,0,2,0,8,0,10KN3968BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,11,0,11,0,8,2,0,0,0,0,0,1,0,0,0,9,2,10KN3970BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,11,0,11,0,7,1,1,1,0,0,0,1,0,1,0,8,3,10KN3975BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KN3976BS
120111 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,5,0,5,0,4,0,0,1,0,0,0,0,0,0,0,5,0,10KN4014BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KN3936BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3940 ,EIEd: Chemisty ,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10KN3940BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3945 ,EIEd: Geography ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KN3945BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,13,2,11,0,11,1,0,0,0,0,1,0,0,0,0,13,0,10KN3946BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,57,1,56,0,49,2,2,3,0,0,1,0,0,3,0,56,1,10KN3947BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3948 ,EIEd: Linguistics ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10KN3948BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,96,5,91,0,77,11,1,6,0,0,1,0,0,1,0,93,3,10KN3949BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3950BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3951 ,EIEd: Philosophy ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3951BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,19,1,18,0,17,0,2,0,0,0,0,0,0,2,0,19,0,10KN3954BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,11,0,11,0,8,0,2,1,0,0,0,0,0,2,0,11,0,10KN3955BS
120111 ,KN ,613 ,BS ,0095 ,Elementary Education ,3956 ,EIEd: Theatre ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KN3956BS
