"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SUMMER 2011,,,,,,,,"PUBLICATION DATE:  JUNE 27, 2011",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3945 ,EIEd: Geography ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3945BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3946BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,10KN3947BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,8,0,8,0,7,0,0,1,0,0,0,0,0,0,0,7,1,10KN3949BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3951 ,EIEd: Philosophy ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3951BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,4,0,4,0,3,0,0,0,0,0,0,1,0,0,0,3,1,10KN3954BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KN3996BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,11,1,10,0,10,0,1,0,0,0,0,0,0,1,0,10,1,10KN4004BS
120115 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN5193BS
120115 ,KN ,613 ,CAS ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0095CAS
120115 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,3,1,2,0,2,0,1,0,0,0,0,0,0,1,0,2,1,10KS1144EDD
120115 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0211EDM
120115 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0218 ,Sciences Certification ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KS0218EDM
120115 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,22,4,18,0,14,2,1,2,0,0,1,1,1,2,0,22,0,10KS1144EDM
