"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SPRING 2014,,,,,,,,"PUBLICATION DATE:  FEBRUARY 20, 2014",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
120141 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KL0008BS
120141 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5267 ,Technology and Management ,33,14,19,0,26,0,3,2,0,0,1,1,0,3,0,32,1,10KL0002BS
120141 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,66,9,57,0,49,1,4,6,0,0,5,1,0,5,2,64,2,10KL0002BS
120141 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",422,68,354,0,288,33,17,63,0,0,15,4,2,25,5,392,30,10KL0002BS
120141 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,44,16,28,0,33,2,0,6,0,0,0,3,0,1,0,26,18,10KS0002MS
120141 ,KL ,538 ,MS ,4026 ,Bioinformatics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS5099MS
120141 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,40,26,14,0,19,1,0,3,0,0,0,17,0,0,0,10,30,10KS0002PHD
120141 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,127,34,93,0,53,22,14,12,0,1,3,22,0,17,2,100,27,10KL0038BS
120141 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,6,2,4,0,5,0,0,1,0,0,0,0,0,0,0,6,0,10KL0039BS
120141 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,116,18,98,0,67,27,7,10,0,0,0,5,0,8,0,105,11,10KL0040BS
120141 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,85,4,81,0,65,10,1,6,0,0,2,1,0,2,1,80,5,10KL0041BS
120141 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,72,28,44,0,46,8,1,6,0,0,5,6,0,5,3,63,9,10KL0042BS
120141 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0037MS
120141 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,22,5,17,0,6,0,1,0,0,0,0,15,0,1,0,2,20,10KS0037MS
120141 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,9,0,9,0,1,0,0,0,0,0,0,8,0,0,0,0,9,10KS0037MS
120141 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,13,2,11,0,2,4,0,0,0,0,0,7,0,0,0,7,6,1PKS0037MS
120141 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,13,3,10,0,7,2,1,0,0,0,0,3,0,1,0,5,8,10KS0037PHD
120141 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,29,13,16,0,10,1,0,0,0,0,0,18,0,0,0,5,24,10KS0037PHD
120141 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,12,4,8,0,2,2,0,0,0,0,0,8,0,0,0,2,10,10KS0037PHD
120141 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,215,196,19,0,140,27,10,18,1,1,6,12,0,11,2,188,27,10KL0025BS
120141 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10KL0029BSAG
120141 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,72,47,25,0,37,11,5,7,0,0,2,9,1,5,0,44,28,10KL5163BSAG
120141 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,6,6,0,0,3,0,0,2,0,0,0,1,0,0,0,4,2,10KS0025MS
120141 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1PKS0025MS
120141 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",8,1,7,0,7,0,1,0,0,0,0,0,0,1,0,8,0,10KL5033BS
120141 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,163,15,148,0,100,12,23,18,0,1,6,2,1,30,5,154,9,10KL0049BS
120141 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,61,8,53,0,37,6,5,11,0,0,1,1,0,6,2,60,1,10KL0050BS
120141 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,8,1,7,0,7,0,0,0,0,0,0,0,1,0,0,7,1,10KS0181MS
120141 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0181MSU
120141 ,KL ,793 ,NONE ,0048 ,Human Development & Family St ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0048NONE
120141 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,12,4,8,0,5,1,2,3,0,0,1,0,0,3,0,4,8,10KS0183PHD
120141 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,12,4,8,0,7,2,0,1,0,0,0,2,0,0,0,3,9,10KS0183PHD
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,4,2,2,0,2,0,0,1,0,0,0,1,0,0,0,3,1,10KL0031BS
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,25,18,7,0,24,0,1,0,0,0,0,0,0,1,0,25,0,10KL0033BS
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,43,34,9,0,41,0,0,0,0,0,1,1,0,1,0,42,1,10KL0034BS
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,52,35,17,0,40,1,2,1,0,0,1,7,0,2,0,41,11,10KL0035BS
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,5,4,1,0,2,1,0,1,0,0,1,0,0,0,0,4,1,10KL0036BS
120141 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5123 ,Integrated Pest Management ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL5123BS
120141 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0063BS
120141 ,KL ,802 ,BS ,0063 ,Horticulture ,5300 ,Sustainable Landscapes ,4,2,2,0,3,0,0,0,0,0,0,1,0,0,0,3,1,10KL0063BS
120141 ,KL ,802 ,BS ,0063 ,Horticulture ,5301 ,Specialty Crops ,23,8,15,0,14,4,0,4,0,0,1,0,0,0,0,21,2,10KL0063BS
120141 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,42,20,22,0,24,1,1,2,1,0,2,11,0,1,1,24,18,10KS0030MS
120141 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10KS0030MSU
120141 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,4,2,2,0,0,2,0,0,0,0,0,2,0,0,0,1,3,10KS5100MS
120141 ,KL ,802 ,NONE ,0030 ,Crop Sciences ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL0030NONE
120141 ,KL ,802 ,NONE ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0030NONE
120141 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,64,44,20,0,33,2,0,1,0,0,0,27,1,0,0,22,42,10KS0030PHD
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,  ,  ,4,2,2,0,3,0,0,1,0,0,0,0,0,0,0,4,0,10KL0051BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,45,24,21,0,37,2,1,2,0,0,2,0,1,1,0,43,2,10KL0051BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,9,7,2,0,8,0,0,0,0,0,0,1,0,0,0,7,2,10KL0057BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL3871BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL3872BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,76,35,41,0,49,5,3,8,0,0,1,10,0,3,1,64,12,10KL0051BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,67,38,29,0,46,1,1,2,0,0,4,13,0,1,2,51,16,10KL0051BS
120141 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,19,9,10,0,11,1,0,2,0,0,0,5,0,1,0,13,6,10KL0051BS
120141 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,45,28,17,0,38,0,2,1,0,0,1,3,0,2,1,18,27,10KS0190MS
120141 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0190MSU
120141 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,27,22,5,0,21,0,0,1,0,0,0,5,0,0,0,11,16,10KS0190PHD
120141 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,11,2,9,0,5,2,0,2,0,0,1,1,0,0,0,6,5,10KS0191MS
120141 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,30,12,18,0,19,4,0,2,0,0,0,5,0,1,0,10,20,10KS0191PHD
120141 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,3212,1468,1744,0,2082,261,137,251,2,3,73,391,12,173,34,2526,686, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120141 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120141 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS4064MBA
120141 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,184,128,56,0,67,17,11,2,0,0,2,84,1,11,0,74,110,10KS9875MBA
120141 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,150,105,45,0,93,14,21,3,0,0,0,17,2,21,0,140,10,10KS4064MBA
120141 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS9875MBA
120141 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,462,323,139,0,274,61,12,26,0,2,8,77,2,15,2,357,105,10KM0075BS
120141 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0075MS
120141 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,116,58,58,0,6,3,0,0,0,0,0,107,0,0,0,5,111,10KS0075MSK
120141 ,KM ,260 ,NDEG ,0075 ,Finance ,  ,  ,8,7,1,0,0,0,0,0,0,0,0,8,0,0,0,0,8,10KS0075NDEG
120141 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,21,14,7,0,0,2,0,0,0,0,0,19,0,0,0,1,20,10KS0075PHD
120141 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,985,504,481,0,452,175,25,54,0,1,11,264,3,27,3,651,334,10KM0071BS
120141 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,267,131,136,0,145,42,9,12,0,0,2,57,0,9,2,198,69,10KS0071MAS
120141 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,142,29,112,1,7,3,0,1,0,0,0,130,1,0,0,8,134,10KS0071MSK
120141 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,24,10,14,0,7,5,4,2,0,0,0,6,0,4,0,15,9,10KS5187MSK2
120141 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,26,16,10,0,16,0,0,1,0,0,1,7,1,0,1,6,20,10KS0071PHD
120141 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,119,39,80,0,80,13,1,13,0,0,3,6,3,1,0,107,12,10KM1432BS
120141 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,117,40,77,0,79,11,8,10,0,0,4,5,0,10,0,103,14,10KM8037BS
120141 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,27,21,6,0,11,8,2,2,0,0,0,4,0,2,0,21,6,10KM5070BS
120141 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,29,19,10,0,19,7,0,0,0,0,0,3,0,0,0,25,4,10KM8037BS
120141 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,21,12,9,0,14,6,0,0,0,0,0,1,0,0,0,17,4,10KM5071BS
120141 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,75,39,36,0,53,14,1,5,0,0,1,1,0,3,0,72,3,10KM8037BS
120141 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,19,11,8,0,12,1,0,2,0,0,2,2,0,0,0,16,3,10KM5072BS
120141 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,12,7,5,0,9,1,2,0,0,0,0,0,0,2,0,11,1,10KM8037BS
120141 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,12,3,9,0,8,0,2,1,0,0,1,0,0,2,1,11,1,10KM5073BS
120141 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,4,0,4,0,1,0,2,0,0,0,0,1,0,2,0,3,1,10KM8037BS
120141 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,22,8,14,0,13,3,2,2,0,1,0,1,0,2,0,20,2,10KM5073BS
120141 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,21,6,15,0,13,3,2,2,0,0,1,0,0,2,0,19,2,10KM8037BS
120141 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,27,15,12,0,19,4,0,3,0,0,1,0,0,1,0,24,3,10KM5073BS
120141 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,18,7,11,0,10,2,0,3,0,0,2,1,0,0,0,17,1,10KM8037BS
120141 ,KM ,902 ,MS ,0079 ,Business Administration ,  ,  ,20,6,14,0,1,0,0,0,0,0,0,19,0,0,0,1,19,10KS0079MS
120141 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,124,85,38,1,4,12,3,1,0,0,0,104,0,3,0,12,112,10KS5148MSK
120141 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,49,28,21,0,5,2,2,1,0,0,0,39,0,2,1,2,47,10KS0079PHD
120141 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,60,47,13,0,32,15,7,3,0,0,1,1,1,7,1,57,3,10KS3924MBA2
120141 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,49,32,17,0,0,0,0,0,0,0,0,47,2,0,0,0,49,10KM0067NDEG
120141 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,756,424,332,0,397,124,40,70,0,1,17,103,4,46,6,577,179,10KM0070NONE
120141 ,KM ,  ,  ,  ,Business ,  ,***College total*** ,3971,2177,1792,2,1851,548,157,219,0,5,57,1114,20,173,17,2574,1397, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120141 ,KN ,  ,  ,  ,Education ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120141 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,15,4,11,0,3,0,0,1,0,0,0,11,0,0,0,4,11,10KN0067NDEG
120141 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,250,25,225,0,187,20,10,21,0,1,4,6,1,13,1,236,14,10KN4089NONE
120141 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,81,6,75,0,70,5,1,3,0,0,2,0,0,1,1,81,0,10KN0093BS
120141 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,23,3,20,0,16,2,1,2,0,0,0,2,0,1,0,19,4,10KS0093EDM
120141 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0093MS
120141 ,KN ,570 ,NDEG ,0093 ,Special Education ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,10KS0093NDEG
120141 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,24,3,21,0,16,1,3,2,0,0,0,2,0,3,0,12,12,10KS0093PHD
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN0094BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3957 ,ECh: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3957BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KN0094BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,3,0,10KN3968BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KN3969BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10KN3970BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,4,0,4,0,3,0,0,1,0,0,0,0,0,0,0,4,0,10KN3975BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN0094BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KN3976BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN0094BS
120141 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,5,0,5,0,4,0,0,1,0,0,0,0,0,0,0,5,0,10KN4014BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,11,4,7,0,7,0,1,3,0,0,0,0,0,1,0,10,1,10KN3946BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,49,5,44,0,39,4,3,2,0,0,1,0,0,3,1,49,0,10KN3947BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,75,8,67,0,65,5,0,2,0,0,3,0,0,0,0,75,0,10KN3949BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3954BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3955BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3995 ,EIEd: Chinese ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KN3995BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3996BS
120141 ,KN ,613 ,BS ,0095 ,Elementary Education ,3997 ,EIEd: German ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3997BS
