"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMER 2014,,,,,,,,"PUBLICATION DATE:  SEPTEMBER 3, 2014 (revised)",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,,,,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,All students including multiracial and Hispanic,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
120145 , , , , ,***Campus total*** , , ,11223,6081,5132,10,4963,1244,723,720,14,10,210,3204,135,850,87,31,1398,5902,5321,
120145 , , , , ,Undergraduate , , ,6230,3487,2735,8,2873,964,503,478,2,5,149,1204,52,591,45,22,1079,4339,1891,
120145 , , , , ,Graduate , , ,4805,2535,2268,2,1970,276,211,233,11,5,60,1979,60,249,40,9,314,1445,3360,
120145 , , , , ,Professional , , ,188,59,129,0,120,4,9,9,1,0,1,21,23,10,2,0,5,118,70,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
120145 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120145 ,KL ,306 ,MS ,5186 ,Bioenergy ,5166 ,Professional Science Masters ,7,6,1,0,2,0,0,1,0,0,0,4,0,0,0,0,0,2,5,1PKS5186MS
120145 ,KL ,306 ,MS ,5188 ,Agricultural Production ,5166 ,Professional Science Masters ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1PKS5188MS
120145 ,KL ,342 ,BS ,5318 ,Agric Leadership & Sci Educ ,5319 ,Agricultural Science Education ,7,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10KL5319BS
120145 ,KL ,342 ,BS ,5318 ,Agric Leadership & Sci Educ ,5320 ,Agricultural Leadership Educ ,3,3,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,2,1,10KL5320BS
120145 ,KL ,342 ,MS ,0181 ,Agricultural Education ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10KS0181MS
